ship_name,class,uic,status,fleet,date_status_change,homeport,maintenance_category,berth,force,builder,award_date,commission_date,keel_date,inactivation_date,launch_date,decommission_date,age_since_launch,years_commission_decommission,delivery_date,in-service_date,age_since_delivery,out_of_service_date,stricken_date,overall_length,waterline_length,extreme_beam,waterline_beam,max_navigational_draft,draft_limit,light_displacement,full_displacement,dead_weight,hull material,num_propellers,num_waterjet,propulsion_type,officer_accom,enlisted_accom,custodian,planning_yard,nuclear_planning_yard,ship_program_mgr,comments,last_updated
CARTER HALL (LSD 3),LSD 1,03103,"Disposed of, by Navy Sale",,08/28/1970,,,,,"Moore Dry Dock Co., Inc.",12/28/1941,09/18/1943,10/27/1942,,03/04/1943,10/31/1969,27.4,26.0,09/18/1943,,26.9,,10/31/1969,458 ft,454 ft,72 ft,72 ft,18 ft,18 ft,4960 tons,8700 tons,3740 tons,"Steel hull, steel superstructure.",2,,,49,530,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,"SOLD TO N. W. KENNEDY LTD., VANCOUVER, B. C. (CANADA)",06/11/2002
CASA GRANDE (LSD 13),LSD 13,72054,Disposed of by Dismantling (Scrapping/Recycling),,02/01/1983,,,,,,09/10/1941,06/05/1944,11/22/1943,,04/11/1944,,38.8,,06/05/1944,,38.7,,11/01/1976,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,12/12/2017
CASCADE (AD 16),AD 16,04636,"Disposed of, by Navy Sale",,10/01/1975,,,,,,09/30/1940,03/12/1943,07/17/1941,,06/07/1942,,33.3,,09/11/1942,,33.1,,11/23/1974,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,12/28/2001
CASIMIR PULASKI (SSBN 633),SSBN 627,05707,Disposed of by submarine recycling,,10/21/1994,,,,,General Dynamics Corp.,07/20/1961,08/14/1964,01/12/1963,,02/01/1964,03/07/1994,30.7,30.0,08/14/1964,,30.2,,03/07/1994,,,,,,,,,,,,,Steam Turbine (Nuclear),,,"PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)",,,,,03/01/1999
CASSIN YOUNG (DD 793),DD 448,03893,Loaned indefinitely and carried in the Ship Donation Program as a Museum and Memorial,,04/01/1978,,,,,"Bethlehem Steel Co., Shipbuilding Div.",06/14/1942,12/31/1943,03/18/1943,,09/12/1943,04/29/1960,75.0,17.0,12/31/1943,,74.8,,12/01/1974,376 ft,369 ft,40 ft,39 ft,18 ft,14 ft,2120 tons,3040 tons,920 tons,"Steel hull, steel superstructure.",2,,,23,300,US DEPARTMENT OF THE INTERIOR,,,,"CASSIN YOUNG IS LOCATED AT THE BOSTON NATIONAL HISTORICAL PARK, CHARLESTON NAVY YARD, BOSTON, MA. SHE IS LISTED ON THE NATIONAL REGISTER OF HISTORIC PLACES, REF. NO. 86000084 AND DESIGNATED A NATIONAL HISTORIC LANDMARK ON 1/14/1986.",03/05/2002
CATAMOUNT (LSD 17),LSD 16,03117,"Disposed of, by Navy Sale",,12/01/1975,,,,,,07/28/1943,04/09/1945,08/07/1944,,01/27/1945,,30.9,,04/09/1945,,30.7,,10/31/1974,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/22/2002
CATAWBA (ATA 210),ATA 174,08137,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,10/01/1975,,,,,,,04/18/1945,,,,,,,,,,,02/01/1975,,,,,,,,,,,,,,,,ARGENTINA,,,,,03/01/2002
CAVALLA (AGSS 244),AGSS 212,05244,Donated as a Museum and Memorial,,09/15/1970,,,,,General Dynamics Corp.,09/09/1940,02/29/1944,03/04/1943,,11/14/1943,,26.8,,,,,,12/30/1969,307 ft,306 ft,27 ft,,17 ft,,,1820 tons,,"Steel hull, steel superstructure.",2,,,10,68,,,,,"CAVALLA IS LOCATED AT THE SEAWOLF PARK BOARD,  PELICAN ISLAND, GALVESTON, TX.",02/25/2003
CAVALLA (SSN 684),SSN 637,20346,Disposed of by submarine recycling,,11/17/2000,,,,,General Dynamics Corp.,07/24/1968,02/09/1973,06/04/1970,,02/19/1972,03/30/1998,28.8,25.0,04/01/1973,,27.6,,03/30/1998,298 ft,,32 ft,,29 ft,,4193 tons,4498 tons,305 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,,,,,,09/21/2001
CAVALLARO (APD 128),APD 87,53712,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,11/01/1974,,,,,Defoe Shipbuilding Co.,10/09/1942,05/13/1945,03/28/1944,,06/15/1944,10/15/1959,30.4,14.0,03/13/1945,,29.7,,11/15/1974,306 ft,300 ft,37 ft,36 ft,13 ft,,,,,"Steel hull, steel superstructure.",2,,,,,KOREA,,,,,02/15/2002
CAYUGA (LST 1186),LST 1179,20025,"Disposed of  through the Security Assistance Program (SAP), transferred, Foreign Assistance Act (FAA) Section 516, Southern Region Amendment",,01/24/2001,,,,,National Steel & Shipbuilding Corp.,07/15/1966,08/08/1970,09/28/1968,,07/12/1969,08/26/1994,31.5,24.0,06/01/1970,,30.6,,07/23/2002,523 ft,500 ft,70 ft,70 ft,18 ft,19 ft,5159 tons,8757 tons,3598 tons,"Steel hull, steel superstructure.",2,,Diesel Engines,32,585,BRAZIL,,,,,08/26/2002
CHAIN (AGOR 17),AGOR 17,02520,"Disposed of, by Navy Sale",,02/01/1979,,,,,,03/14/1942,03/31/1944,12/21/1942,,06/03/1943,11/09/1946,35.7,2.0,03/31/1944,,34.9,,12/30/1977,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHALLENGE (ATA 201),ATA 174,08128,"Disposed of, by Navy Sale",,10/01/1976,,,,,,08/16/1943,,08/03/1944,,09/23/1944,,32.1,,11/22/1944,,31.9,,09/01/1962,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHAMBERS (DER 391),DER 386,53391,"Disposed of, by Navy Sale",,11/01/1975,,,,,,08/07/1942,11/22/1943,05/28/1943,,08/17/1943,06/20/1960,32.3,17.0,11/20/1943,,32.0,,03/01/1975,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHANDLER (DDG 996),DDG 993,21439,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,05/30/2003,,,,,Ingalls Shipbuilding Corp.,03/23/1978,03/13/1982,05/07/1979,,05/24/1980,09/23/1999,23.0,17.0,01/18/1982,,21.3,,09/23/1999,563 ft,529 ft,55 ft,55 ft,33 ft,23 ft,7396 tons,9842 tons,2446 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,20,318,TAIWAN,,,,,11/08/2004
CHANTICLEER (ASR 7),ASR 7,04707,"Disposed of, by Navy Sale",,06/01/1974,,,,,,12/30/1940,11/20/1942,09/15/1941,,05/29/1942,,32.1,,11/20/1942,,31.6,,06/01/1973,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHARA (AE 31),AE 26,01258,Disposed of by MARAD sale,,12/11/1972,,,,,,07/18/1941,06/14/1944,12/06/1943,,03/15/1944,04/21/1959,28.8,15.0,03/16/1944,,28.8,,03/10/1972,,,,,,,,,,,1,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,09/27/2010
CHARLES BERRY (DE 1035),DE 1033,54033,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,01/01/1974,,,,,,,11/25/1959,,,,,,,,,,,01/31/1974,,,,,,,,,,,,,,,,INDONESIA,,,,,03/01/2002
CHARLES CARROLL (APA 28),APA 21,08658,Disposed of by MARAD sale,,04/12/1977,,,,,,04/30/1940,08/13/1942,09/04/1941,,03/24/1942,12/27/1946,35.1,4.0,08/12/1942,,34.7,,,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,03/01/2002
CHARLES F ADAMS (DDG 2),DDG 2,04668,"Stricken, Final Disposition Pending",,11/20/1992,,X,"NAVSEA Inactive Ships On-site Maintenance Office, Philadelphia, PA",,Bath Iron Works Corp.,03/28/1957,09/10/1960,06/15/1958,,09/08/1959,08/01/1990,59.0,30.0,08/31/1960,,58.1,,11/20/1992,437 ft,,,,,,3601 tons,,,"Steel hull, aluminum superstructure.",2,,Steam Turbines,,,"NAVSEA INACTIVE SHIPS ON-SITE MAINTENANCE OFFICE, PHILADELPHIA, PA",,,,Eligible for Inclusion in the National Register of Historic Places (NRHP),12/12/2017
CHARLES H DAVIS (AGOR 5),AGOR 3,17701,"Disposed of through the Security Assistance Program (SAP), Foreign Military Sale or Lease",,08/10/1970,,,,,Christy Corp.,11/29/1960,,06/15/1961,,06/30/1962,,8.2,,01/25/1963,,7.6,,10/16/1997,209 ft,196 ft,40 ft,37 ft,16 ft,15 ft,1200 tons,1370 tons,170 tons,"Steel hull, steel superstructure.",1,,Diesel Electric,9,17,NEW ZEALAND,,,,,02/16/2011
CHARLES H ROAN (DD 853),DD 710,52153,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,09/01/1973,,,,,,,09/12/1946,,,,,,,,,,,09/21/1973,,,,,,,,,,,,,,,,TURKEY,,,,,02/16/2011
CHARLES J BADGER (DD 657),DD 448,04057,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,05/01/1974,,,,,,,07/23/1943,,,,12/20/1957,,14.0,,,,,02/01/1974,,,,,,,,,,,,,,,,CHILE,,,,,02/16/2011
CHARLES LAWRENCE (APD 37),APD 37,02753,Disposed of by Dismantling (Scrapping/Recycling),,11/17/1965,,,,,"BETHLEHEM STEEL CORP., HINGHAM SHIPYARD",02/10/1942,05/31/1943,08/01/1942,,02/16/1943,06/21/1946,22.8,3.0,05/31/1943,,22.5,,09/01/1964,306 ft,300 ft,37 ft,36 ft,9 ft,,,,,"Steel hull, steel superstructure.",2,,,,,,,,,,12/12/2017
CHARLES P CECIL (DD 835),DD 710,52135,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,08/01/1980,,,,,Bath Iron Works Corp.,,06/29/1945,12/02/1944,,04/22/1945,,35.3,,06/29/1945,,35.2,,10/01/1979,,,,,,,,,,"Steel hull, steel superstructure.",,,,,,GREECE,,,,,02/16/2011
CHARLES R WARE (DD 865),DD 710,52165,Disposed of in support of Fleet training exercise,,11/01/1981,,,,,,06/14/1943,07/21/1945,11/01/1944,,04/12/1945,,36.6,,07/20/1945,,36.3,,11/30/1974,,,,,,,,,,,,,,,,US NAVY,,,,,02/16/2011
CHARLES S SPERRY (DD 697),DD 692,04297,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,01/01/1974,,,,,,,05/17/1944,,,,,,,,,,,12/15/1973,,,,,,,,,,,,,,,,CHILE,,,,,02/16/2011
CHARLESTON (LCS 18),LCS,20156,Under construction,U.S. PACIFIC FLEET,03/15/2015,"SAN DIEGO, CA",,,Battle Force,Austal USA,12/29/2010,,06/28/2016,,09/14/2017,,1.0,,08/31/2018,,0.1,,,,,,,,,,,,,,,,,,US NAVY,General Dynamics Bath Iron Works,,PMS 501,,08/31/2018
CHARLESTON (LKA 113),LKA 113,05844,"Stricken, Final Disposition Pending",,08/31/2015,,X,"NAVSEA Inactive Ships On-site Maintenance Office, Philadelphia, PA",,Newport News Shipbuilding,06/11/1965,12/14/1968,12/05/1966,,12/02/1967,04/27/1992,50.8,24.0,12/05/1968,,49.8,,08/31/2015,576 ft,550 ft,82 ft,82 ft,27 ft,28 ft,10455 tons,19323 tons,8868 tons,"Steel hull, steel superstructure.",1,,Steam Turbine,35,377,"NAVSEA INACTIVE SHIPS ON-SITE MAINTENANCE OFFICE, PHILADELPHIA, PA",,,,,12/12/2017
CHARRETTE (DD 581),DD 448,04581,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,04/27/1977,,,,,Naval Shipyard Boston,09/09/1940,05/18/1943,02/20/1942,,06/03/1942,01/15/1947,34.8,4.0,06/05/1943,,33.8,,09/01/1975,376 ft,369 ft,40 ft,39 ft,18 ft,,2120 tons,3040 tons,920 tons,"Steel hull, steel superstructure.",2,,Steam Turbines,17,292,GREECE,,,,,12/17/2001
CHASE (APD 54),APD 37,,Disposed of by Dismantling (Scrapping/Recycling),,11/13/1946,,,,,Naval Shipyard Norfolk,01/10/1942,07/18/1943,03/16/1943,,04/24/1943,01/15/1946,3.6,3.0,07/31/1943,,3.3,,,306 ft,,37 ft,,9 ft,,,,,"Steel hull, steel superstructure.",2,,,,,,,,,,12/12/2017
CHASE COUNTY (LST 532),LST 491,50532,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,07/01/1974,,,,,,,,,,,,,,,,,,06/10/1973,,,,,,,,,,,,,,,,SINGAPORE,,,,,01/02/2002
CHATELAIN (DE 149),DE 129,02849,"Disposed of, by Navy Sale",,06/01/1974,,,,,,01/10/1942,09/22/1943,01/25/1943,,04/21/1943,06/14/1946,31.2,3.0,09/21/1943,,30.8,,08/01/1973,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHATTAHOOCHEE (AOG 82),AOG 81,04782,Disposed of by Navy title transfer to the Maritime Administration,,10/01/1995,,,,,"Bethlehem Steel Co., Shipbuilding Div.",08/16/1955,,05/01/1956,,12/04/1956,,38.8,,10/22/1957,,38.0,,,302 ft,290 ft,61 ft,61 ft,23 ft,23 ft,2367 tons,7300 tons,4933 tons,"Steel hull, steel superstructure.",2,,High Speed Diesel Electric,,53,,,,,DEC 06 CHATTAHOOCHEE WAS SOLD BY MARAD TO TEROAKA CO. OF JAPAN.,01/16/2007
CHATTERER (MSCO 40), ,16415,"Disposed of, by Navy Sale",,05/01/1968,,,,,,07/21/1943,,10/05/1943,,04/15/1944,,24.1,,10/01/1944,,23.6,,,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHAUNCEY (DD 667),DD 448,04267,"Disposed of, by Navy Sale",,02/01/1974,,,,,,06/14/1942,05/03/1943,11/14/1942,,03/28/1943,05/14/1954,30.9,11.0,05/29/1943,,30.8,,10/01/1972,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,03/01/2002
CHAUVENET (AGS 29),AGS 29,05843,Disposed of by Navy title transfer to the Maritime Administration,,02/16/1994,,,"Alameda, CA",,UPPER CLYDE SB,08/19/1966,,05/24/1967,,05/13/1968,,25.8,,11/13/1970,,23.3,,,,,,,,,,,,,,,Diesel,,,,,,,1996 MARAD RENAMED THE SHIP TEXAS CLIPPER II AS A TRAINING SHIP AT THE TEXAS MARITIME ACADEMY.  MAR 2006 BEGAN CONVERSION WORK. THE SHIP WILL BE KNOWN AS THE PACIFIC COLLECTOR AND WILL SUPPORT DOD'S MISSILE DEFENSE AGENCY IN THE SAN FRANCISCO BAY AREA.,02/26/2008
CHEBOYGAN COUNTY (LST 533),LST 491,50533,"Disposed of, by Navy Sale",,12/01/1975,,,,,,06/12/1943,,09/29/1943,,12/01/1943,,32.0,,01/16/1944,,31.9,,09/15/1974,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHEHALIS (PG 94),PG 92,20087,Reclassed to combatant craft or boat,,08/22/1975,,,,,,,11/08/1969,,,06/08/1968,08/22/1975,50.3,6.0,,,,,09/14/2016,,,,,,,,,,,,,,,,,,,,PG 94 CHEHALIS WAS CONVERTED TO A BOAT AND RENAMED ATHENA (165NS761) ON 22 AUGUST 1975,06/30/2017
CHEPACHET (AOT 78),AOT 49,04828,Disposed of by Navy title transfer to the Maritime Administration,,04/01/1980,,,,,Sun Shipbuilding & Dry Dock Co.,,04/27/1943,,,03/10/1943,05/15/1946,37.1,3.0,,,,,04/01/1980,524 ft,503 ft,68 ft,,30 ft,,5630 tons,21880 tons,16250 tons,"Steel hull, steel superstructure.",1,,Diesel,12,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,07/14/2005
CHESAPEAKE (AOT 5084),AOT 181,22148,Disposed of by Navy title transfer to the Maritime Administration,,02/01/2009,,,"Beaumont Reserve Fleet, Beaumont, TX",,Bethlehem Steel Corp.,,,,,,,,,,,,,,736 ft,,102 ft,,40 ft,,13500 tons,62600 tons,49100 tons,"Steel hull, steel superstructure.",1,,Steam Turbines,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,03/20/2009
CHESTER T OBRIEN (DE 421),DE 339,53421,"Disposed of, by Navy Sale",,04/01/1974,,,,,,08/07/1942,07/03/1944,01/21/1944,,02/29/1944,02/21/1959,30.2,15.0,06/28/1944,,29.8,,07/01/1972,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/16/2011
CHEVALIER (DD 805),DD 805,03905,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,01/01/1977,,,,,,,01/09/1945,,,,,,,,,,,06/02/1975,,,,,,,,,,,,,,,,KOREA,,,,,03/01/2002
CHEWAUCAN (AOG 50),AOG 1,04750,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,01/01/1976,,,,,CARGILL INC,,02/19/1945,,,07/22/1944,,31.5,,,,,,07/01/1975,310 ft,292 ft,48 ft,48 ft,19 ft,,1850 tons,4335 tons,2485 tons,"Steel hull, steel superstructure.",2,,Diesel Electric,6,75,COLOMBIA,,,,,03/01/2002
CHEYENNE (AG 174),AG 172,07192,Disposed of by MARAD sale,,05/01/1973,,,,,,03/01/1945,,05/08/1945,,06/26/1945,,27.9,,07/24/1945,,27.8,,06/15/1973,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/16/2016
CHICAGO (CG 11),CG 10,03636,"Disposed of, by Navy Sale",,10/24/1991,,,,,Naval Shipyard Philadelphia,08/07/1942,01/10/1945,07/28/1943,,08/20/1944,03/01/1980,47.2,35.0,02/19/1945,,46.7,,01/31/1984,,,,,,,,,,,,,Steam Turbine,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHICKADEE (MSF 59),MSF 57,07559,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,08/01/1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URUGUAY,,,,,08/29/2000
CHICKASAW (ATF 83),ATF 81,07083,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,05/01/1976,,,,,,,,,,,,,,,,,,04/15/1976,,,,,,,,,,,,,,,,TAIWAN,,,,,12/28/2001
CHIEF (MSF 315),MSF 57,72002,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,02/01/1973,,,,,,,,,,,,,,,,,,07/01/1972,,,,,,,,,,,,,,,,MEXICO,,,,,01/02/2002
CHIKASKIA (AO 54),AO 22,04954,Disposed of by MARAD exchange,,05/26/1982,,,,,,03/20/1942,11/10/1943,02/03/1943,,10/02/1943,,38.6,,11/10/1943,,38.5,,12/01/1976,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/16/2016
CHILTON (LPA 38),LPA 33,08683,Disposed of by MARAD sale,,07/15/1974,,,,,,05/03/1941,12/07/1943,09/10/1942,,12/29/1942,,31.6,,05/29/1943,,31.2,,07/01/1972,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,02/26/2002
CHIMARIKO (ATF 154), ,07154,Disposed of in support of Fleet training exercise,,08/01/1978,,,,,,10/13/1943,04/28/1945,08/11/1944,,12/30/1944,10/31/1946,33.7,1.0,04/28/1945,,33.3,,07/01/1963,,,,,,,,,,,,,,,,US NAVY,,,,,02/25/2002
CHIPOLA (AO 63),AO 22,04963,Disposed of by MARAD sale,,07/15/1974,,,,,Bethlehem Steel Corp.,03/20/1942,11/30/1944,05/03/1944,,10/21/1944,11/07/1957,29.8,13.0,11/30/1944,,29.7,,08/14/1973,,,,,,,,,,,,,,,,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/16/2016
CHLORIS (ARVE 4),ARVE 3,58094,"Disposed of, by Navy Sale",,04/01/1974,,,,,,04/08/1944,06/19/1945,01/17/1945,,04/21/1945,12/09/1955,29.0,10.0,06/08/1945,,28.8,,06/01/1973,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CHOCTAW (ATF 70),ATF 67,07070,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,03/01/1978,,,,,,,04/21/1943,,,,03/11/1947,,4.0,,,,,10/31/1977,,,,,,,,,,,,,,,,COLOMBIA,,,,,03/01/2002
CHOWANOC (ATF 100),ATF 96,07100,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,10/01/1977,,,,,,,02/21/1944,,,,,,,,,,,10/01/1977,,,,,,,,,,,,,,,,ECUADOR,,,,,03/01/2002
CHUKAWAN (AO 100),AO 22,04850,"Disposed of, by Navy Sale",,03/01/1973,,,,,,05/02/1944,01/22/1946,01/25/1945,,08/28/1945,,27.6,,01/22/1946,,27.2,,07/01/1972,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,08/16/2016
CHURCHILL COUNTY (LST 583),LST 542,50583,"Disposed of, by Navy Sale",,08/01/1975,,,,,,08/02/1943,,05/18/1944,,07/05/1944,,31.1,,07/25/1944,,31.1,,09/15/1974,,,,,,,,,,,,,,,,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,,02/25/2002
CIMARRON (AO 177),AO 177,20861,Disposed of by Navy title transfer to the Maritime Administration,,07/28/2001,,,"Suisun Bay Reserve Fleet, Benecia, CA",,Avondale Industries,08/09/1976,01/10/1981,05/18/1978,,04/28/1979,12/15/1998,22.3,17.0,12/15/1980,,20.6,,05/03/1999,700 ft,661 ft,88 ft,86 ft,32 ft,35 ft,11645 tons,36977 tons,25332 tons,"Steel hull, steel superstructure.",1,,Steam Turbine,12,148,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/16/2016
CINCINNATI (LCS 20),LCS,20158,Under construction,,02/29/2016,,,,,Austal USA,12/29/2010,,04/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,General Dynamics Bath Iron Works,,PMS 501,,06/27/2018
CINCINNATI (SSN 693),SSN 688,20784,"Stricken, to be disposed of by submarine recycling",,07/29/1995,,Z,,,Newport News Shipbuilding,02/04/1971,06/10/1978,04/06/1974,,02/19/1977,07/29/1995,41.6,17.0,05/26/1978,,40.3,,07/29/1995,362 ft,,33 ft,,31 ft,,5767 tons,6151 tons,384 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,"PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)",,,,,11/09/2009
CITY OF CORPUS CHRISTI (SSN 705),SSN 688,20832,"Stricken, Final Disposition Pending",,08/03/2017,,Z,Puget Sound Naval Shipyard & Intermediate Maintenance Facility (PSNS & IMF),,General Dynamics Corp.,10/31/1973,01/08/1983,09/04/1979,07/28/2016,04/25/1981,08/03/2017,37.4,34.0,11/24/1982,,35.8,,08/03/2017,362 ft,,33 ft,,32 ft,,5770 tons,6144 tons,374 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,,,,,,12/12/2017
CLAMAGORE (SS 343),SS 343,05443,Donated as a Museum and Memorial,,08/06/1979,,,,,General Dynamics Corp.,04/10/1942,06/28/1945,03/16/1944,,02/25/1945,,34.5,,06/27/1945,,34.2,,06/27/1975,322 ft,317 ft,27 ft,25 ft,19 ft,,1800 tons,2250 tons,450 tons,"Steel hull, steel superstructure.",2,,,10,83,"SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES",,,,"CLAMAGORE IS LOCATED AT THE PATRIOTS POINT NAVAL & MARITIME MUSEUM, 40 PATRIOTS POINT ROAD, MOUNT PLEASANT, SC. SHE IS LISTED ON THE NATIONAL REGISTER OF HISTORIC PLACES, REF. NO. 89001229 AND DESIGNATED A NATIONAL HISTORIC LANDMARK ON 6/29/1989.",06/11/2002
CLAMP (ARS 33),ARS 6,72035,Disposed of by Navy title transfer to the Maritime Administration,,02/01/1999,,,"Suisun Bay Reserve Fleet, Benecia, CA",,BASALT ROCK CO,12/02/1941,08/23/1943,03/02/1942,,10/24/1942,05/06/1947,56.3,4.0,08/23/1943,,55.5,,07/01/1963,214 ft,207 ft,41 ft,41 ft,15 ft,,1480 tons,1970 tons,490 tons,"Steel hull, steel superstructure.",2,,Diesel,10,87,MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET),,,,,08/25/2000
CLARENCE K BRONSON (DD 668),DD 448,04268,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,02/01/1973,,,,,,,06/11/1943,,,,06/29/1960,,17.0,,,,,02/01/1973,,,,,,,,,,,,,,,,TURKEY,,,,,02/16/2011
CLARK (FFG 11),FFG 7,20964,"Disposed of  through the Security Assistance Program (SAP), transferred, Foreign Assistance Act (FAA) Section 516, Southern Region Amendment",,03/15/2000,,,,,Bath Iron Works Corp.,02/27/1976,05/09/1980,07/17/1978,,03/24/1979,03/15/2000,21.0,20.0,05/09/1980,,19.8,,03/15/2000,445 ft,408 ft,47 ft,47 ft,25 ft,16 ft,3072 tons,3964 tons,892 tons,"Steel hull, aluminum superstructure.",1,,Gas Turbines,17,198,,,,,VESSEL TRANSFERED TO THE GOVERNMENT OF POLAND,06/27/2018
CLARKE COUNTY (LST 601),LST 542,50601,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,02/01/1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDONESIA,,,,,02/02/1999
CLAUD JONES (DE 1033),DE 1033,54031,"Disposed of  through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned",,12/01/1974,,,,,,,02/10/1959,,,,,,,,,,,12/16/1974,,,,,,,,,,,,,,,,INDONESIA,,,,,03/01/2002
